Inspection_ID,Product,Production_Line,Machine,Shift,Temperature,Humidity,Voltage,Current,Vibration,Production_Speed,Operator,Material_Type,Defect_Type,Severity,Inspection_Result,Downtime_Minutes,Maintenance_Status,AI_Risk_Score,Inspection_Date
I0362,PCB,L2,M1,Night,37,48,159.77,4.14,3.45,133,OP118,Copper,PCB Crack,Low,Pass,59,Warning,99,2025-12-29
I0363,Relay Module,L1,M4,Evening,39,51,83.89,1.41,2.15,131,OP104,Copper,Burn Mark,Medium,Pass,4,Warning,92,2025-12-30
I0364,Microcontroller Board,L4,M5,Night,52,61,118.03,3.34,1.69,150,OP108,Ceramic,PCB Crack,Medium,Fail,8,Warning,76,2025-12-31
I0365,Battery Pack,L4,M3,Morning,50,54,80.59,0.61,2.1,111,OP119,FR4,Misalignment,High,Fail,17,Critical,58,2026-01-01
I0366,Microcontroller Board,L4,M5,Morning,37,52,20.33,4.8,3.92,134,OP115,Ceramic,Misalignment,Low,Pass,32,Critical,73,2026-01-02
I0367,Battery Pack,L1,M5,Morning,38,55,109.56,4.8,2.59,107,OP117,FR4,Solder Bridge,Low,Fail,18,Good,82,2026-01-03
I0368,LED Driver,L4,M2,Morning,51,65,211.29,2.67,0.69,146,OP126,Copper,Missing Component,High,Fail,46,Warning,91,2026-01-04
I0369,Power Supply Unit,L4,M2,Night,36,48,93.21,2.36,0.92,149,OP101,Aluminum,Missing Component,Low,Fail,17,Good,78,2026-01-05
I0370,Display Unit,L4,M4,Morning,44,57,22.7,3.37,1.97,148,OP113,Ceramic,PCB Crack,Medium,Pass,57,Good,27,2026-01-06
I0371,Battery Pack,L1,M4,Night,45,63,142.76,3.53,1.13,82,OP117,Aluminum,Short Circuit,Low,Pass,31,Warning,22,2026-01-07
I0372,Wi-Fi Module,L3,M5,Night,38,54,162.74,0.84,4.36,111,OP121,Ceramic,Loose Connection,Low,Fail,37,Critical,71,2026-01-08
I0373,Power Supply Unit,L2,M3,Night,43,47,85.56,0.38,0.96,124,OP108,FR4,Open Circuit,Medium,Fail,38,Good,45,2026-01-09
I0374,Power Supply Unit,L2,M1,Morning,49,48,203.07,1.23,3.39,116,OP111,Copper,Short Circuit,Low,Fail,15,Warning,66,2026-01-10
I0375,LED Driver,L3,M4,Evening,52,46,26.82,3.36,3.22,94,OP106,Ceramic,Burn Mark,Medium,Pass,23,Critical,71,2026-01-11
I0376,Relay Module,L1,M4,Morning,35,47,59.19,2.28,1.56,80,OP114,Ceramic,Loose Connection,Low,Pass,48,Warning,18,2026-01-12
I0377,Battery Pack,L4,M3,Evening,38,46,93.84,1.41,4.11,133,OP103,Copper,Loose Connection,Medium,Pass,26,Good,61,2026-01-13
I0378,Battery Pack,L2,M4,Evening,40,45,201.93,3.93,2.28,123,OP103,Aluminum,Loose Connection,High,Fail,22,Good,12,2026-01-14
I0379,Microcontroller Board,L2,M2,Night,47,53,95.71,2.56,4.32,110,OP118,Copper,Missing Component,Medium,Pass,13,Good,80,2026-01-15
I0380,Display Unit,L1,M4,Night,35,64,171.96,4.89,1.48,110,OP130,Copper,Short Circuit,Low,Pass,30,Warning,14,2026-01-16
I0381,Sensor Module,L3,M4,Night,43,53,121.59,0.65,2.61,99,OP112,Ceramic,Missing Component,Medium,Pass,11,Critical,21,2026-01-17
I0382,Relay Module,L3,M1,Night,41,64,14.9,0.21,3.64,89,OP107,FR4,Missing Component,High,Pass,0,Good,71,2026-01-18
I0383,Camera Module,L2,M3,Night,37,50,135.61,1.93,2.69,143,OP105,Aluminum,Missing Component,Low,Fail,11,Critical,71,2026-01-19
I0384,LED Driver,L4,M4,Morning,52,52,78.74,4.83,2.65,89,OP122,FR4,Open Circuit,Medium,Fail,3,Warning,46,2026-01-20
I0385,Sensor Module,L3,M4,Evening,40,65,111.61,4.48,0.54,124,OP114,Copper,Misalignment,High,Pass,38,Good,71,2026-01-21
I0386,Sensor Module,L4,M1,Night,41,63,216.82,3.79,2.34,91,OP125,Ceramic,Missing Component,Medium,Fail,13,Good,38,2026-01-22
I0387,Camera Module,L4,M1,Night,45,58,206.42,2.58,1.43,136,OP128,Ceramic,Solder Bridge,Low,Fail,21,Good,75,2026-01-23
I0388,Battery Pack,L3,M2,Evening,36,60,172.71,2.36,2.53,127,OP107,Ceramic,Missing Component,Medium,Pass,52,Warning,68,2026-01-24
I0389,Power Supply Unit,L1,M1,Night,55,58,196.67,0.72,1.25,103,OP112,Copper,Missing Component,Low,Fail,54,Good,44,2026-01-25
I0390,Relay Module,L3,M1,Night,48,64,212.4,2.61,1.41,150,OP125,Aluminum,PCB Crack,Medium,Fail,18,Good,39,2026-01-26
I0391,Relay Module,L1,M1,Morning,54,42,172.36,3.08,3.49,114,OP122,Copper,Misalignment,Low,Pass,30,Good,81,2026-01-27
I0392,Sensor Module,L2,M5,Morning,40,55,187.96,1.58,1.52,149,OP104,Aluminum,Solder Bridge,Medium,Pass,51,Critical,15,2026-01-28
I0393,Camera Module,L4,M5,Morning,40,44,78.22,1.37,1.03,143,OP120,Aluminum,Loose Connection,Medium,Pass,3,Warning,88,2026-01-29
I0394,Wi-Fi Module,L2,M2,Evening,46,43,80.55,3.48,1.83,115,OP114,Copper,Short Circuit,High,Fail,2,Good,91,2026-01-30
I0395,PCB,L4,M5,Morning,40,51,216.95,3.62,4.07,84,OP117,Copper,Burn Mark,Low,Pass,45,Warning,55,2026-01-31
I0396,Microcontroller Board,L4,M2,Night,53,43,83.95,1.75,3.57,137,OP124,Ceramic,Missing Component,High,Pass,13,Warning,73,2026-02-01
I0397,Battery Pack,L4,M4,Morning,44,44,109.92,4.14,1.5,139,OP113,FR4,Open Circuit,Low,Fail,60,Critical,46,2026-02-02
I0398,LED Driver,L4,M4,Morning,47,57,12.23,4.0,3.75,123,OP123,FR4,Solder Bridge,Low,Pass,16,Warning,68,2026-02-03
I0399,Relay Module,L3,M4,Evening,40,40,105.37,0.85,2.04,130,OP124,Ceramic,Burn Mark,Medium,Pass,57,Warning,96,2026-02-04
I0400,Battery Pack,L4,M4,Morning,46,40,45.22,0.49,1.88,90,OP108,Ceramic,Loose Connection,Low,Fail,7,Critical,48,2026-02-05
I0401,Sensor Module,L4,M5,Night,35,54,175.2,2.79,2.05,127,OP128,Ceramic,Short Circuit,Medium,Pass,60,Critical,82,2026-02-06
I0402,Sensor Module,L1,M4,Evening,36,65,229.18,2.67,2.78,102,OP119,Copper,Misalignment,Low,Pass,3,Critical,22,2026-02-07
I0403,Camera Module,L4,M5,Morning,35,41,161.36,0.94,1.78,140,OP122,Copper,Misalignment,Low,Pass,53,Good,71,2026-02-08
I0404,Camera Module,L4,M2,Night,46,63,164.38,2.47,2.12,112,OP117,Aluminum,Short Circuit,High,Pass,30,Good,45,2026-02-09
I0405,LED Driver,L1,M1,Night,39,53,27.7,0.46,3.35,126,OP122,Aluminum,PCB Crack,High,Pass,1,Warning,62,2026-02-10
I0406,Wi-Fi Module,L4,M4,Morning,36,51,8.53,3.72,3.29,92,OP118,Ceramic,Burn Mark,Low,Fail,3,Warning,79,2026-02-11
I0407,Power Supply Unit,L1,M2,Morning,48,61,68.74,0.99,3.41,100,OP110,Copper,Short Circuit,Medium,Pass,6,Good,25,2026-02-12
I0408,PCB,L1,M2,Morning,48,48,17.96,0.86,1.06,82,OP115,Copper,Missing Component,Low,Pass,47,Warning,49,2026-02-13
I0409,Wi-Fi Module,L2,M3,Evening,55,47,106.21,2.8,1.75,106,OP104,Copper,Short Circuit,Low,Pass,3,Warning,32,2026-02-14
I0410,Relay Module,L1,M1,Morning,52,50,228.44,1.73,0.79,120,OP111,Ceramic,Solder Bridge,Low,Fail,24,Warning,42,2026-02-15
I0411,Camera Module,L1,M5,Evening,35,53,205.09,3.38,2.47,80,OP118,Ceramic,Misalignment,Low,Fail,40,Warning,81,2026-02-16
I0412,Wi-Fi Module,L1,M4,Night,55,59,11.28,3.19,1.32,93,OP122,FR4,Misalignment,Medium,Fail,33,Warning,16,2026-02-17
I0413,Camera Module,L1,M5,Evening,54,41,148.41,1.31,1.02,120,OP101,FR4,Misalignment,Low,Fail,12,Good,79,2026-02-18
I0414,LED Driver,L1,M4,Evening,46,45,227.86,4.26,2.54,142,OP108,Ceramic,Missing Component,Low,Fail,27,Good,79,2026-02-19
I0415,PCB,L4,M2,Morning,39,42,88.82,3.92,3.52,126,OP117,Copper,Missing Component,Medium,Fail,31,Good,27,2026-02-20
I0416,Wi-Fi Module,L4,M5,Night,40,56,173.17,4.36,3.33,103,OP123,Aluminum,Loose Connection,Low,Fail,38,Good,17,2026-02-21
I0417,Power Supply Unit,L4,M4,Evening,42,52,196.12,1.86,1.27,105,OP109,Copper,Loose Connection,Medium,Fail,40,Warning,10,2026-02-22
I0418,Wi-Fi Module,L1,M5,Night,54,49,21.38,0.75,0.8,114,OP123,Ceramic,Open Circuit,High,Fail,34,Good,49,2026-02-23
I0419,Sensor Module,L1,M3,Evening,55,50,138.8,4.43,4.07,83,OP121,Ceramic,Misalignment,Low,Fail,27,Critical,96,2026-02-24
I0420,Power Supply Unit,L2,M5,Night,37,40,195.13,3.26,4.08,100,OP118,Ceramic,Short Circuit,Low,Fail,44,Warning,88,2026-02-25
I0421,Camera Module,L1,M5,Morning,44,65,182.29,2.9,3.96,137,OP113,FR4,Loose Connection,Medium,Pass,30,Good,83,2026-02-26
I0422,LED Driver,L4,M1,Morning,54,44,199.42,0.99,2.33,103,OP123,Copper,Open Circuit,Medium,Fail,3,Warning,12,2026-02-27
I0423,Camera Module,L4,M2,Morning,44,54,63.8,3.16,1.11,117,OP117,Copper,Short Circuit,High,Pass,22,Warning,25,2026-02-28
I0424,Battery Pack,L1,M1,Morning,55,52,140.37,0.74,0.9,90,OP105,FR4,Short Circuit,High,Pass,55,Critical,71,2026-03-01
I0425,Camera Module,L4,M1,Morning,37,53,128.63,4.9,2.62,111,OP111,Aluminum,Solder Bridge,High,Fail,51,Warning,86,2026-03-02
I0426,Power Supply Unit,L1,M5,Evening,42,59,103.71,2.63,2.0,122,OP113,Aluminum,Misalignment,Low,Fail,42,Good,97,2026-03-03
I0427,Relay Module,L1,M3,Evening,52,46,97.59,4.19,4.49,140,OP101,Ceramic,Open Circuit,Medium,Fail,29,Warning,94,2026-03-04
I0428,Wi-Fi Module,L1,M3,Night,52,63,132.38,3.49,2.69,92,OP113,FR4,Burn Mark,High,Pass,10,Good,64,2026-03-05
I0429,PCB,L4,M2,Morning,37,58,48.3,2.92,0.9,120,OP123,FR4,Solder Bridge,High,Fail,42,Critical,97,2026-03-06
I0430,Wi-Fi Module,L2,M2,Night,36,62,113.92,4.37,2.39,116,OP107,FR4,Open Circuit,Medium,Fail,27,Good,62,2026-03-07
I0431,Sensor Module,L3,M1,Evening,51,47,93.45,4.22,1.31,136,OP129,FR4,PCB Crack,Low,Pass,4,Critical,68,2026-03-08
I0432,Microcontroller Board,L2,M2,Evening,46,49,48.76,4.42,1.49,103,OP130,FR4,Burn Mark,Low,Pass,6,Critical,89,2026-03-09
I0433,Battery Pack,L3,M4,Morning,42,41,168.39,0.36,3.15,84,OP118,FR4,Open Circuit,Medium,Fail,5,Critical,26,2026-03-10
I0434,PCB,L2,M5,Evening,51,50,181.81,4.31,1.25,95,OP103,Ceramic,Missing Component,High,Pass,19,Critical,40,2026-03-11
I0435,Sensor Module,L4,M5,Night,36,56,113.75,3.63,2.24,129,OP124,Copper,PCB Crack,Low,Fail,2,Good,64,2026-03-12
I0436,PCB,L4,M5,Evening,40,42,181.65,4.44,3.58,112,OP104,Ceramic,Solder Bridge,Low,Pass,1,Critical,41,2026-03-13
I0437,Microcontroller Board,L2,M4,Morning,49,48,30.07,3.16,1.14,135,OP119,Copper,Burn Mark,Low,Fail,54,Good,88,2026-03-14
I0438,Battery Pack,L3,M4,Morning,47,49,135.93,3.79,1.68,85,OP102,Copper,Misalignment,Medium,Pass,9,Critical,77,2026-03-15
I0439,LED Driver,L4,M1,Evening,48,55,40.72,3.79,1.44,112,OP115,Aluminum,Open Circuit,Low,Fail,36,Critical,42,2026-03-16
I0440,Power Supply Unit,L3,M1,Morning,55,43,103.48,1.34,1.44,128,OP110,Copper,Misalignment,Low,Pass,12,Critical,78,2026-03-17
I0441,Microcontroller Board,L3,M3,Night,47,49,65.13,2.71,3.07,109,OP104,Ceramic,Missing Component,High,Pass,23,Good,81,2026-03-18
I0442,Camera Module,L4,M1,Evening,49,45,152.89,4.67,0.92,107,OP111,Copper,PCB Crack,Low,Pass,10,Warning,55,2026-03-19
I0443,PCB,L4,M5,Morning,39,52,32.57,2.42,2.54,146,OP109,Ceramic,Missing Component,Medium,Pass,26,Warning,30,2026-03-20
I0444,Wi-Fi Module,L2,M2,Evening,37,43,31.73,3.97,3.96,104,OP103,Aluminum,Short Circuit,Low,Fail,50,Warning,50,2026-03-21
I0445,Camera Module,L3,M2,Evening,38,44,112.8,2.88,1.06,150,OP107,FR4,Misalignment,Low,Fail,4,Warning,85,2026-03-22
I0446,LED Driver,L1,M1,Morning,46,49,131.74,4.2,2.92,117,OP122,Ceramic,Burn Mark,Low,Pass,15,Good,49,2026-03-23
I0447,Microcontroller Board,L3,M1,Night,40,63,153.33,4.84,4.25,91,OP112,FR4,Short Circuit,Low,Fail,4,Warning,22,2026-03-24
I0448,Battery Pack,L1,M2,Evening,36,42,22.79,3.72,2.05,94,OP106,Aluminum,Loose Connection,Medium,Fail,21,Critical,40,2026-03-25
I0449,Camera Module,L3,M5,Night,52,46,174.96,0.28,1.42,118,OP110,Aluminum,Loose Connection,Low,Pass,44,Critical,40,2026-03-26
I0450,Power Supply Unit,L2,M1,Night,42,51,77.5,3.83,2.6,118,OP114,Copper,Short Circuit,Medium,Fail,13,Warning,31,2026-03-27
I0451,Power Supply Unit,L2,M2,Evening,38,56,121.6,4.59,2.6,110,OP115,Ceramic,Loose Connection,Medium,Pass,28,Good,98,2026-03-28
I0452,Display Unit,L4,M4,Morning,42,42,191.81,4.85,1.46,96,OP111,Copper,Burn Mark,High,Pass,43,Critical,47,2026-03-29
I0453,LED Driver,L4,M2,Morning,41,56,16.13,0.21,0.55,126,OP112,Aluminum,Short Circuit,Low,Fail,10,Critical,19,2026-03-30
I0454,Battery Pack,L1,M4,Evening,39,55,145.22,1.35,3.98,128,OP104,Ceramic,Loose Connection,Low,Fail,27,Critical,91,2026-03-31
I0455,Sensor Module,L4,M2,Evening,38,45,38.12,1.43,2.57,131,OP107,Ceramic,Short Circuit,Medium,Pass,32,Critical,43,2026-04-01
I0456,Display Unit,L4,M4,Night,36,45,115.55,3.25,2.75,89,OP124,Copper,Solder Bridge,Low,Fail,13,Good,48,2026-04-02
I0457,Battery Pack,L3,M4,Night,39,58,152.18,3.29,0.59,131,OP112,Copper,Solder Bridge,Low,Fail,31,Good,18,2026-04-03
I0458,Power Supply Unit,L3,M1,Night,50,64,152.5,2.32,3.12,106,OP112,Aluminum,Missing Component,Medium,Pass,54,Warning,38,2026-04-04
I0459,Relay Module,L4,M3,Night,50,42,120.13,3.7,3.23,133,OP124,Aluminum,Missing Component,Low,Pass,33,Good,65,2026-04-05
I0460,Microcontroller Board,L3,M5,Morning,47,47,153.77,4.65,4.16,130,OP112,Copper,PCB Crack,Medium,Fail,57,Good,18,2026-04-06
I0461,Display Unit,L2,M4,Evening,37,48,218.78,4.56,3.31,134,OP116,FR4,Open Circuit,Low,Fail,2,Warning,32,2026-04-07
I0462,Microcontroller Board,L4,M1,Morning,49,40,20.9,3.85,2.62,115,OP125,FR4,Solder Bridge,Low,Pass,13,Critical,28,2026-04-08
I0463,LED Driver,L4,M5,Evening,46,57,189.42,2.67,3.97,139,OP101,Copper,Open Circuit,High,Fail,24,Good,28,2026-04-09
I0464,Power Supply Unit,L2,M3,Evening,55,56,114.85,0.83,3.35,97,OP114,FR4,Missing Component,Low,Pass,26,Warning,11,2026-04-10
I0465,Microcontroller Board,L2,M2,Evening,41,64,40.53,0.84,3.2,98,OP112,FR4,Loose Connection,Low,Fail,48,Critical,75,2026-04-11
I0466,LED Driver,L3,M4,Morning,37,58,219.71,0.63,0.62,149,OP101,Ceramic,Solder Bridge,Low,Pass,25,Warning,23,2026-04-12
I0467,Sensor Module,L3,M2,Night,42,53,54.38,3.06,2.29,86,OP125,Ceramic,Loose Connection,Medium,Pass,18,Critical,13,2026-04-13
I0468,LED Driver,L1,M1,Night,49,44,192.02,2.96,3.9,95,OP107,Ceramic,Solder Bridge,High,Fail,46,Critical,48,2026-04-14
I0469,Battery Pack,L2,M3,Evening,39,55,175.84,0.42,1.39,106,OP117,FR4,Misalignment,Low,Pass,39,Critical,48,2026-04-15
I0470,LED Driver,L2,M2,Morning,53,56,225.59,4.02,3.75,130,OP109,FR4,Missing Component,Low,Fail,23,Critical,96,2026-04-16
I0471,PCB,L2,M5,Night,52,40,145.37,2.35,2.46,116,OP125,Ceramic,Burn Mark,Low,Fail,7,Warning,70,2026-04-17
I0472,Sensor Module,L1,M3,Evening,49,65,223.5,1.18,3.42,103,OP104,Aluminum,Missing Component,Medium,Pass,32,Good,23,2026-04-18
I0473,Battery Pack,L1,M5,Night,54,53,14.53,0.92,0.66,144,OP123,Aluminum,Short Circuit,Low,Pass,9,Good,99,2026-04-19
I0474,Battery Pack,L1,M3,Evening,54,59,62.27,4.44,2.19,116,OP117,Aluminum,Misalignment,Low,Fail,24,Good,81,2026-04-20
I0475,Relay Module,L3,M4,Evening,43,64,19.89,0.27,4.31,148,OP109,Aluminum,Solder Bridge,High,Pass,50,Good,55,2026-04-21
I0476,Battery Pack,L3,M1,Evening,45,60,81.9,0.97,2.37,109,OP126,FR4,Misalignment,High,Pass,38,Good,51,2026-04-22
I0477,PCB,L3,M3,Morning,43,54,69.37,2.29,0.71,103,OP121,Copper,Short Circuit,Low,Pass,41,Warning,92,2026-04-23
I0478,Sensor Module,L1,M1,Morning,39,54,5.69,2.25,3.23,86,OP110,Aluminum,PCB Crack,Medium,Pass,5,Critical,47,2026-04-24
I0479,Sensor Module,L1,M5,Morning,49,41,107.2,3.73,0.87,109,OP109,Copper,Short Circuit,Low,Pass,21,Good,99,2026-04-25
I0480,Battery Pack,L3,M5,Morning,40,41,212.22,4.7,2.77,90,OP104,Ceramic,Misalignment,Low,Fail,7,Critical,44,2026-04-26
I0481,Wi-Fi Module,L2,M4,Night,39,50,202.33,1.78,2.52,114,OP121,Copper,Short Circuit,Low,Fail,43,Critical,14,2026-04-27
I0482,Power Supply Unit,L2,M2,Night,52,41,145.34,4.62,4.4,107,OP113,FR4,Loose Connection,High,Fail,57,Critical,25,2026-04-28
I0483,Microcontroller Board,L3,M3,Morning,46,65,146.73,1.78,0.51,119,OP106,FR4,Solder Bridge,High,Fail,9,Critical,18,2026-04-29
I0484,Microcontroller Board,L4,M2,Evening,46,40,205.4,3.28,2.86,116,OP104,Aluminum,Missing Component,Low,Fail,36,Critical,90,2026-04-30
I0485,Camera Module,L1,M4,Morning,48,45,3.98,0.58,4.29,138,OP130,Copper,Solder Bridge,Medium,Fail,59,Warning,94,2026-05-01
I0486,Camera Module,L1,M5,Evening,55,51,153.93,0.62,2.5,144,OP122,FR4,Misalignment,Low,Pass,7,Good,78,2026-05-02
I0487,Sensor Module,L3,M4,Evening,37,56,152.86,0.91,2.26,148,OP113,FR4,Burn Mark,Low,Pass,33,Warning,27,2026-05-03
I0488,Sensor Module,L4,M4,Morning,39,59,175.46,1.71,2.12,130,OP110,Copper,Misalignment,Medium,Fail,30,Critical,32,2026-05-04
I0489,Microcontroller Board,L3,M5,Night,52,48,46.65,4.74,2.57,138,OP112,FR4,PCB Crack,Medium,Fail,32,Good,77,2026-05-05
I0490,Battery Pack,L2,M5,Morning,38,50,102.4,0.78,2.88,117,OP118,Copper,Short Circuit,Low,Fail,51,Critical,79,2026-05-06
I0491,Sensor Module,L4,M3,Night,46,61,26.98,3.52,4.02,124,OP130,Aluminum,Short Circuit,Medium,Fail,60,Good,22,2026-05-07
I0492,LED Driver,L1,M4,Morning,36,61,196.54,0.52,1.88,93,OP125,Copper,Open Circuit,Medium,Fail,6,Critical,76,2026-05-08
I0493,Display Unit,L3,M4,Morning,47,49,152.59,4.92,0.68,113,OP107,Copper,Short Circuit,Low,Fail,27,Good,32,2026-05-09
I0494,Microcontroller Board,L2,M5,Night,50,58,125.13,2.15,1.07,117,OP103,FR4,Short Circuit,High,Fail,43,Warning,39,2026-05-10
I0495,Display Unit,L4,M4,Morning,44,59,29.55,1.46,1.65,96,OP101,FR4,Solder Bridge,High,Fail,24,Critical,26,2026-05-11
I0496,Wi-Fi Module,L2,M2,Night,54,54,91.48,1.26,3.69,82,OP108,Ceramic,Open Circuit,Medium,Fail,17,Warning,10,2026-05-12
I0497,Camera Module,L3,M2,Night,41,48,40.71,2.75,0.53,133,OP129,Aluminum,Solder Bridge,Medium,Fail,58,Good,67,2026-05-13
I0498,LED Driver,L1,M1,Night,53,65,26.25,1.68,4.19,141,OP108,Copper,Open Circuit,Low,Pass,28,Critical,63,2026-05-14
I0499,Relay Module,L4,M1,Evening,54,41,160.25,2.73,2.25,97,OP113,FR4,Loose Connection,High,Fail,51,Critical,90,2026-05-15
I0500,Camera Module,L3,M4,Night,42,65,12.02,4.78,3.88,91,OP127,Ceramic,PCB Crack,Medium,Pass,24,Critical,20,2026-05-16
I0501,Camera Module,L2,M4,Night,43,59,26.87,0.32,2.39,97,OP115,Copper,Open Circuit,Medium,Pass,34,Good,40,2026-05-17
I0502,Camera Module,L1,M5,Night,49,41,124.8,0.66,3.24,97,OP116,FR4,Misalignment,Low,Pass,8,Warning,98,2026-05-18
I0503,Power Supply Unit,L1,M2,Evening,41,53,99.08,4.31,2.98,88,OP112,Copper,PCB Crack,High,Pass,26,Warning,94,2026-05-19
I0504,Display Unit,L1,M1,Night,50,41,104.04,2.86,1.8,131,OP119,Ceramic,Open Circuit,Medium,Pass,7,Critical,44,2026-05-20
I0505,Camera Module,L2,M5,Night,39,50,160.58,1.94,1.26,148,OP109,Copper,PCB Crack,Low,Fail,38,Warning,64,2026-05-21
I0506,Power Supply Unit,L3,M4,Morning,42,47,216.41,2.38,3.28,125,OP127,FR4,Solder Bridge,Low,Pass,34,Warning,45,2026-05-22
I0507,PCB,L3,M5,Night,35,63,61.31,3.05,4.1,99,OP111,Ceramic,Missing Component,Low,Fail,59,Critical,42,2026-05-23
I0508,Wi-Fi Module,L3,M3,Morning,36,45,36.96,0.86,4.27,82,OP128,Aluminum,Short Circuit,High,Pass,29,Warning,63,2026-05-24
I0509,Wi-Fi Module,L4,M2,Night,38,44,80.97,2.21,2.99,104,OP119,Aluminum,PCB Crack,Low,Fail,48,Warning,91,2026-05-25
I0510,Display Unit,L2,M1,Evening,52,48,182.35,2.5,2.46,101,OP116,FR4,Misalignment,Low,Fail,53,Warning,10,2026-05-26
I0511,Relay Module,L1,M2,Evening,43,42,101.25,2.52,2.26,115,OP123,Copper,Burn Mark,Low,Pass,53,Critical,84,2026-05-27
I0512,Battery Pack,L1,M1,Night,35,45,23.35,4.74,2.33,122,OP111,Copper,Short Circuit,Low,Pass,47,Critical,95,2026-05-28
I0513,PCB,L1,M4,Evening,48,56,126.34,1.22,1.29,113,OP118,Copper,Misalignment,Medium,Pass,6,Warning,33,2026-05-29
I0514,Relay Module,L2,M1,Evening,43,65,84.94,4.96,1.88,111,OP124,Ceramic,PCB Crack,Low,Pass,12,Warning,93,2026-05-30
I0515,Display Unit,L4,M5,Night,50,47,184.85,3.15,4.5,96,OP103,Copper,Misalignment,High,Fail,32,Warning,92,2026-05-31
I0516,Battery Pack,L4,M3,Night,39,50,50.89,1.87,1.72,107,OP114,Aluminum,Short Circuit,Medium,Pass,11,Critical,29,2026-06-01
I0517,PCB,L1,M2,Night,39,58,145.22,3.8,0.86,93,OP119,Ceramic,Loose Connection,Low,Pass,41,Good,27,2026-06-02
I0518,LED Driver,L4,M3,Night,40,65,65.26,2.87,0.68,90,OP122,FR4,Misalignment,Medium,Fail,13,Good,63,2026-06-03
I0519,PCB,L2,M1,Evening,48,55,105.45,0.24,2.69,123,OP116,Copper,PCB Crack,Medium,Pass,59,Good,26,2026-06-04
I0520,Microcontroller Board,L3,M2,Morning,46,64,209.78,3.92,3.67,140,OP121,FR4,Misalignment,High,Fail,37,Critical,38,2026-06-05
I0521,Microcontroller Board,L2,M2,Night,50,51,78.24,3.33,3.5,95,OP128,Copper,Missing Component,Low,Pass,9,Good,43,2026-06-06
I0522,Power Supply Unit,L1,M3,Evening,44,55,173.26,3.04,1.17,120,OP102,FR4,Burn Mark,Low,Fail,11,Critical,95,2026-06-07
I0523,Relay Module,L1,M3,Morning,39,46,21.42,3.19,3.11,102,OP123,Ceramic,Loose Connection,Medium,Fail,48,Warning,59,2026-06-08
I0524,PCB,L3,M3,Night,49,42,84.76,2.85,4.47,147,OP124,Copper,Burn Mark,Low,Fail,51,Good,92,2026-06-09
I0525,LED Driver,L2,M1,Evening,51,46,227.13,1.56,0.99,95,OP104,FR4,Open Circuit,Low,Fail,57,Warning,58,2026-06-10
I0526,PCB,L3,M4,Evening,41,53,101.63,3.06,3.77,132,OP129,Aluminum,Burn Mark,High,Pass,50,Critical,51,2026-06-11
I0527,Microcontroller Board,L2,M1,Night,38,41,213.61,4.35,1.93,132,OP108,Ceramic,Open Circuit,Medium,Fail,16,Good,98,2026-06-12
I0528,Power Supply Unit,L2,M1,Evening,36,61,109.45,0.66,1.93,121,OP130,Copper,Solder Bridge,High,Pass,2,Warning,46,2026-06-13
I0529,Wi-Fi Module,L4,M2,Night,42,45,146.74,3.47,1.54,145,OP125,Aluminum,Burn Mark,High,Fail,26,Good,13,2026-06-14
I0530,PCB,L2,M3,Night,54,64,70.26,3.72,2.07,94,OP118,Aluminum,Missing Component,Low,Pass,8,Good,53,2026-06-15
I0531,Power Supply Unit,L2,M5,Morning,54,49,136.23,3.15,4.17,119,OP117,Copper,Short Circuit,Low,Fail,18,Critical,50,2026-06-16
I0532,Sensor Module,L2,M1,Night,36,58,80.46,1.31,1.89,122,OP122,FR4,Short Circuit,Medium,Fail,28,Good,38,2026-06-17
I0533,LED Driver,L4,M1,Evening,39,63,101.53,0.53,1.08,94,OP120,Ceramic,Short Circuit,Low,Fail,24,Critical,51,2026-06-18
I0534,Microcontroller Board,L4,M2,Night,45,42,146.75,2.22,3.65,114,OP123,FR4,Missing Component,Low,Pass,4,Good,70,2026-06-19
I0535,Microcontroller Board,L2,M5,Night,41,61,141.15,4.41,2.2,115,OP112,Aluminum,Missing Component,Medium,Fail,5,Warning,75,2026-06-20
I0536,Sensor Module,L1,M5,Night,43,55,101.69,4.54,3.49,81,OP117,FR4,Burn Mark,Medium,Fail,29,Warning,54,2026-06-21
I0537,Power Supply Unit,L4,M1,Morning,48,45,19.52,0.45,4.46,135,OP118,FR4,Short Circuit,Low,Fail,58,Warning,99,2026-06-22
I0538,Relay Module,L2,M4,Evening,35,52,196.23,2.7,0.77,120,OP129,Ceramic,Short Circuit,Low,Pass,3,Critical,73,2026-06-23
I0539,Power Supply Unit,L3,M2,Evening,37,51,110.95,0.76,1.73,89,OP129,Ceramic,Open Circuit,High,Fail,14,Critical,25,2026-06-24
I0540,LED Driver,L2,M5,Evening,53,59,8.48,4.37,0.51,84,OP111,FR4,Short Circuit,Low,Fail,41,Good,40,2026-06-25
I0541,Microcontroller Board,L2,M3,Morning,47,57,59.35,4.3,1.9,92,OP130,Aluminum,Loose Connection,Medium,Pass,43,Good,63,2026-06-26
I0542,Battery Pack,L4,M2,Morning,51,59,111.0,2.8,3.61,126,OP125,FR4,Burn Mark,Medium,Fail,9,Warning,42,2026-06-27
I0543,Battery Pack,L4,M5,Night,36,48,90.66,2.68,0.62,131,OP128,FR4,Misalignment,Low,Pass,51,Critical,94,2026-06-28
